,id,state,gender,dob,avggift,hv1,med_house_income,avg_fam_income,hvp1,ic5,pobc1,pobc2,med_fam_income,avg_house_income,domain,profit,target_d
243,54142,TN,F,4601,13.0,476.0,210,310.0,0,10171,0,55,254.0,272,R2,8.0,21.0
244,168038,CA,M,4703,20.0,5939.0,1214,1085.0,99,64833,19,42,1211.0,1080,S1,16.0,36.0
245,48675,AL,F,2601,7.0,648.0,353,453.0,0,16873,0,77,418.0,357,C1,-2.0,5.0
246,158980,CA,M,6201,17.85714286,1862.0,365,425.0,23,10521,25,45,372.0,401,S2,2.1428571400000003,20.0
247,153888,CA,F,3801,19.0,1843.0,515,582.0,34,23660,15,29,511.0,575,S1,-9.0,10.0
248,162300,CA,M,2001,9.888888889,5190.0,870,918.0,98,39481,10,47,892.0,871,S1,10.111111111,20.0
249,163081,CA,M,0,6.0,3912.0,351,454.0,98,19508,22,32,410.0,404,U1,1.0,7.0
250,14000,OK,F,2101,11.0625,1537.0,791,949.0,26,32640,2,54,783.0,916,S1,0.9375,12.0
251,6599,WA,F,3601,10.86666667,719.0,330,416.0,1,14248,3,57,340.0,389,S2,0.13333332999999925,11.0
252,135454,AZ,M,0,8.823529412000001,1074.0,469,516.0,11,18042,2,34,472.0,510,T1,6.176470587999999,15.0
253,128643,TX,M,2809,6.625,298.0,268,303.0,0,9838,3,75,281.0,267,C3,-2.625,4.0
254,116420,TX,M,0,9.333333332999999,1951.0,807,896.0,49,31111,6,32,838.0,870,S1,10.666666667000001,20.0
255,35101,FL,M,1911,18.0,1434.0,388,577.0,25,18405,3,37,479.0,513,S1,2.0,20.0
256,75474,IA,M,0,11.66666667,206.0,229,288.0,0,9248,0,86,251.0,267,R3,3.3333333300000003,15.0
257,785,MI,M,4507,17.5,613.0,146,349.0,0,13209,39,42,267.0,209,C1,0.5,18.0
258,27624,GA,F,3701,7.769230769,991.0,493,548.0,3,17344,2,46,506.0,532,T1,0.23076923100000002,8.0
259,73754,MI,F,1801,13.31818182,900.0,343,465.0,0,16254,3,74,420.0,386,S1,11.68181818,25.0
260,141189,NV,F,0,53.0,1163.0,468,548.0,7,18824,3,26,493.0,511,S2,-28.0,25.0
261,1544,HI,F,5201,13.0,3260.0,509,581.0,87,19165,19,52,542.0,552,S1,-3.0,10.0
262,124149,TX,M,1801,12.0,430.0,237,320.0,0,10269,1,82,283.0,281,T2,2.0,14.0
263,85890,SD,F,0,14.41176471,167.0,214,290.0,0,9452,0,85,273.0,247,R3,5.58823529,20.0
264,37005,FL,F,0,7.875,1380.0,260,371.0,14,13011,8,26,325.0,299,T2,3.125,11.0
265,166324,CA,U,0,11.85714286,3357.0,284,447.0,73,24240,15,33,455.0,343,U1,7.14285714,19.0
266,13448,CA,F,3001,5.055555556,1518.0,150,218.0,13,5043,64,27,171.0,208,U4,-0.05555555599999984,5.0
267,180428,WA,male,4811,18.0,1390.0,426,470.0,12,15022,3,63,430.0,463,T2,2.0,20.0
268,12517,MO,M,3201,2.8125,1224.0,575,611.0,7,18029,2,77,577.0,608,S1,-1.8125,1.0
269,99246,IL,F,2201,10.26666667,182.0,171,278.0,0,9240,0,64,217.0,242,R3,9.73333333,20.0
270,174760,OR,F,2501,4.555555556,786.0,419,466.0,1,15010,1,59,452.0,444,T2,0.44444444400000016,5.0
271,124379,TX,M,4401,4.5,308.0,161,219.0,0,6576,10,72,186.0,204,0,0.5,5.0
272,176862,OR,F,0,10.04347826,1074.0,232,309.0,15,15070,1,18,252.0,294,T2,9.95652174,20.0
273,188986,AZ,M,2101,9.714285713999999,885.0,367,454.0,12,21767,8,1,408.0,417,C2,-0.714285713999999,9.0
274,148906,CA,F,6201,4.1428571430000005,2375.0,371,363.0,71,15361,21,39,363.0,411,C2,1.8571428569999995,6.0
275,109646,LA,M,5201,9.472222222000001,657.0,265,325.0,3,12509,0,87,293.0,303,T3,0.527777777999999,10.0
276,62295,IN,F,5601,25.5,581.0,369,383.0,0,12835,7,70,372.0,369,C2,-5.5,20.0
277,162650,CA,M,0,8.333333332999999,3010.0,410,559.0,93,19149,20,56,518.0,431,S1,-3.333333332999999,5.0
278,99836,MO,M,3101,15.0,548.0,262,342.0,0,12621,0,96,355.0,298,S3,6.0,21.0
279,33994,FL,M,5304,7.090909091,819.0,348,459.0,3,15958,1,47,388.0,421,T2,-1.0909090910000003,6.0
280,93432,IL,F,0,6.0,613.0,212,355.0,0,11792,1,60,245.0,294,U3,5.0,11.0
281,62786,IN,F,3501,8.235294117999999,431.0,280,347.0,0,11052,0,62,314.0,310,R2,2.7647058820000012,11.0
282,44634,FL,M,3701,7.285714286,710.0,254,391.0,6,15970,4,30,287.0,325,C2,2.714285714,10.0
283,146914,CA,F,5401,6.5,3673.0,515,725.0,97,31773,10,39,675.0,589,U1,3.5,10.0
284,70079,MI,F,4701,15.0,365.0,98,330.0,0,9470,0,53,310.0,221,C3,0.0,15.0
285,24871,SC,F,4401,9.666666667000001,682.0,366,498.0,2,14538,3,63,464.0,421,T2,6.333333332999999,16.0
286,150660,UT,F,4601,10.20588235,901.0,327,437.0,1,17854,8,61,336.0,411,U1,1.7941176500000005,12.0
287,169700,California,M,0,5.571428571,1676.0,371,372.0,9,13231,6,69,336.0,398,C2,19.428571429,25.0
288,63542,IN,F,4801,14.55555556,445.0,332,423.0,0,13662,0,78,398.0,370,T2,11.44444444,26.0
289,125164,TX,F,1601,22.6,588.0,316,381.0,0,14293,5,85,383.0,344,S2,27.4,50.0
290,65634,MI,F,801,10.16666667,413.0,95,231.0,0,9020,12,46,171.0,123,C3,1.8333333300000003,12.0
291,59285,IN,F,5101,12.0,522.0,225,403.0,0,13669,1,84,349.0,326,T3,-2.0,10.0
292,78802,WI,J,1301,15.0,667.0,293,422.0,0,17527,5,68,385.0,334,S2,0.0,15.0
293,186460,WI,F,0,10.375,303.0,175,253.0,0,7115,1,76,217.0,219,R3,9.625,20.0
294,114579,OK,M,2112,13.16666667,633.0,399,517.0,0,17637,0,63,442.0,439,C1,-3.1666666699999997,10.0
295,23184,SC,F,0,14.0,391.0,214,269.0,0,9853,0,77,243.0,242,C3,-4.0,10.0
296,125289,TX,F,1802,5.25,707.0,246,327.0,0,15322,13,63,283.0,291,S2,1.75,7.0
297,10502,MI,M,0,13.46666667,1179.0,464,501.0,2,15910,2,82,496.0,462,T2,1.5333333299999996,15.0
298,46844,AL,Male,0,7.0,453.0,219,299.0,0,9654,0,90,264.0,263,R3,3.0,10.0
299,162814,CA,M,3701,6.2,3365.0,544,621.0,94,27608,8,59,525.0,655,U1,3.8,10.0
300,89653,IL,M,1708,4.818181818,1315.0,328,472.0,9,15767,5,64,384.0,398,C2,-1.8181818180000002,3.0
301,170818,CA,F,6209,6.0,668.0,187,240.0,0,6845,32,39,191.0,239,S1,4.0,10.0
302,6147,SC,M,2101,13.90909091,399.0,221,302.0,0,10150,0,88,266.0,259,T2,10.09090909,24.0
303,14276,CA,F,2801,13.2,3200.0,267,338.0,87,11115,36,43,292.0,325,U2,1.8000000000000007,15.0
304,120166,TX,F,2608,9.214285713999999,289.0,171,283.0,0,9765,3,83,226.0,224,R3,2.785714286000001,12.0
305,156817,CA,F,0,20.0,1796.0,266,337.0,33,10720,48,32,271.0,334,U2,0.0,20.0
306,35476,FL,M,3609,17.14285714,625.0,259,309.0,0,11072,17,16,282.0,299,C3,7.85714286,25.0
307,155382,CA,F,3301,15.85,978.0,290,381.0,6,13490,9,50,324.0,349,U2,14.15,30.0
308,104049,MO,M,0,3.166666667,367.0,159,222.0,0,8893,0,63,186.0,193,R3,-0.16666666699999988,3.0
309,112461,AR,M,2401,9.411764706,376.0,178,256.0,3,8246,0,57,195.0,231,R3,0.5882352940000004,10.0
310,79580,WI,F,201,15.0,937.0,321,545.0,7,18567,13,52,441.0,433,U1,6.0,21.0
311,86528,ND,F,0,3.083333333,675.0,272,358.0,1,13135,1,81,310.0,301,T2,-0.08333333300000012,3.0
312,107658,NE,F,0,6.928571429,232.0,197,280.0,0,9480,1,81,259.0,229,R2,3.071428571,10.0
313,69537,MI,F,2801,8.6,545.0,364,416.0,0,11401,2,89,382.0,400,R2,6.4,15.0
314,81284,WI,F,4308,13.4,458.0,228,318.0,0,10731,4,82,270.0,276,C2,11.6,25.0
315,32475,FL,M,0,16.4,814.0,271,324.0,3,10488,2,52,268.0,312,T2,3.6000000000000014,20.0
316,104505,KS,F,3801,10.0,671.0,320,376.0,0,12950,0,57,340.0,349,R2,15.0,25.0
317,13483,WI,F,0,6.34,452.0,293,371.0,0,10979,0,91,316.0,339,R3,10.66,17.0
318,1042,OR,M,810,9.1875,826.0,314,426.0,7,14958,3,34,348.0,390,T1,-1.1875,8.0
319,28337,GA,M,2801,11.33333333,860.0,324,375.0,0,15491,15,35,351.0,346,S2,8.66666667,20.0
320,67808,MI,F,2207,8.787878787999999,185.0,277,286.0,0,10788,8,63,283.0,312,U4,1.2121212120000013,10.0
321,35017,FL,M,2101,12.90909091,576.0,200,324.0,0,12518,8,12,280.0,244,T2,-2.9090909099999998,10.0
322,10973,CA,M,2305,10.89473684,2431.0,563,660.0,75,24290,8,59,579.0,655,T1,1.1052631599999998,12.0
323,67030,MI,M,0,33.33333333,388.0,364,433.0,0,12601,2,70,410.0,413,S3,16.666666669999998,50.0
324,122279,TX,F,4903,5.076923077,1680.0,884,935.0,20,27875,7,36,878.0,943,U4,-0.076923077,5.0
325,18802,NC,M,5101,14.5,1128.0,409,481.0,3,15936,2,67,467.0,442,T2,5.5,20.0
326,90092,IL,F,3905,18.46153846,916.0,434,457.0,0,12450,7,82,421.0,458,S2,-8.46153846,10.0
327,98821,IL,F,2601,9.0,340.0,185,275.0,0,10719,3,78,228.0,235,T2,1.0,10.0
328,116186,TX,M,4212,11.95454546,711.0,322,378.0,1,12630,1,76,353.0,360,R2,-1.9545454600000003,10.0
329,18359,NC,female,0,6.444444444,412.0,215,315.0,0,9706,0,94,259.0,271,R3,3.555555556,10.0
330,128970,TX,F,0,9.25,893.0,443,527.0,2,17519,6,57,463.0,508,S1,4.75,14.0
331,172635,CA,M,0,11.44444444,644.0,191,272.0,3,9569,8,57,222.0,243,T3,4.55555556,16.0
332,106508,KS,F,1401,12.0,440.0,219,288.0,0,10985,9,41,261.0,260,T1,8.0,20.0
333,81067,WI,F,0,15.0,363.0,76,158.0,0,9086,2,67,127.0,115,C3,0.0,15.0
334,169106,California,F,4501,8.0,1745.0,397,521.0,20,18427,9,80,512.0,485,T2,-3.0,5.0
335,106898,NE,F,3801,6.631578947,672.0,302,449.0,0,14981,2,58,416.0,348,S2,-1.6315789470000004,5.0
336,24747,SC,F,4405,9.0,1419.0,661,741.0,16,23212,4,26,697.0,700,S1,6.0,15.0
337,144906,California,U,2501,20.0,3781.0,494,606.0,95,22770,10,46,609.0,543,U1,0.0,20.0
338,40516,FL,F,1509,12.33333333,1938.0,483,807.0,48,47363,2,4,787.0,629,C1,8.66666667,21.0
339,172530,California,F,3601,5.714285714,1495.0,323,351.0,22,14923,4,57,334.0,348,T1,1.2857142860000002,7.0
340,72438,MI,M,1701,8.75,561.0,351,373.0,0,13150,1,89,353.0,368,T2,1.25,10.0
341,144076,California,M,1201,38.75,5980.0,1500,1217.0,99,94863,27,41,1500.0,1124,S1,11.25,50.0
342,130609,CO,M,1404,12.0,1412.0,499,606.0,14,24758,3,46,601.0,538,S1,4.0,16.0
343,43974,FL,M,4601,3.8181818180000002,1869.0,452,640.0,44,29990,6,9,542.0,553,S2,1.1818181819999998,5.0
344,32709,FL,F,5601,13.25,556.0,229,280.0,0,12960,4,39,272.0,258,C2,1.75,15.0
345,187298,SC,,0,7.0,1015.0,478,533.0,0,17763,14,40,500.0,516,S1,3.0,10.0
346,50905,TN,F,2301,8.666666667000001,736.0,331,432.0,1,16926,1,61,390.0,379,S2,7.333333332999999,16.0
347,55552,MS,M,3203,8.4,363.0,156,244.0,0,7079,0,91,193.0,214,R3,11.6,20.0
348,28550,GA,F,5204,11.66666667,803.0,423,508.0,0,19029,9,51,512.0,467,S2,3.3333333300000003,15.0
349,158460,California,F,2910,13.7,1818.0,258,350.0,28,10324,35,36,316.0,299,U3,1.3000000000000007,15.0
350,56449,KY,F,0,6.928571429,640.0,381,450.0,0,15499,0,82,414.0,403,R2,-1.9285714289999998,5.0
351,133315,WA,F,3603,8.5,698.0,355,416.0,1,13184,1,34,377.0,393,T2,1.5,10.0
352,164251,California,F,4001,15.0,1449.0,378,470.0,4,16190,6,46,439.0,395,S2,-10.0,5.0
353,149626,NV,,0,10.5,1557.0,290,361.0,17,13837,5,6,311.0,342,S1,-0.5,10.0
354,123805,TX,F,2801,4.583333333,518.0,223,302.0,1,10041,4,70,256.0,273,R2,2.4166666670000003,7.0
355,156077,California,F,5601,9.666666667000001,1180.0,232,307.0,9,7582,20,40,248.0,277,T2,5.333333332999999,15.0
356,183858,WA,male,4801,16.0,511.0,268,354.0,0,12388,2,56,309.0,317,R2,9.0,25.0
357,164217,California,M,4011,14.16666667,2869.0,630,745.0,74,24945,6,46,668.0,686,T1,10.83333333,25.0
358,169973,California,F,4001,11.4,1514.0,325,517.0,17,18572,3,53,451.0,439,R1,3.5999999999999996,15.0
359,15066,NC,female,4601,8.958333332999999,444.0,260,341.0,0,11387,0,87,296.0,288,R3,1.0416666670000012,10.0
360,64467,IN,F,4801,12.69230769,444.0,270,364.0,0,13896,1,39,318.0,310,R2,-0.6923076899999998,12.0
361,133814,ID,M,2412,18.71428571,654.0,250,366.0,3,13433,2,32,306.0,312,T2,6.285714290000001,25.0
362,31852,FL,F,4802,15.2,985.0,480,506.0,0,15195,3,25,495.0,487,S1,10.8,26.0
363,82610,MN,J,2308,3.6,280.0,249,304.0,0,10337,0,86,282.0,277,S2,1.4,5.0
364,34319,FL,M,3001,50.0,714.0,390,507.0,0,18391,5,30,465.0,437,C1,-25.0,25.0
365,152527,California,F,4501,23.0,1854.0,289,402.0,37,11567,9,50,377.0,339,C2,0.0,23.0
366,178290,WA,male,0,5.375,0.0,0,0.0,0,0,0,0,0.0,0,S1,0.625,6.0
367,153818,California,F,0,9.828571429,2780.0,574,677.0,86,29871,5,14,587.0,653,S1,0.17142857099999986,10.0
368,152641,California,F,0,30.0,1538.0,319,351.0,1,11046,11,43,305.0,349,S3,20.0,50.0
369,161691,California,F,3401,19.16666667,1528.0,327,391.0,8,13190,17,51,358.0,370,C2,5.8333333299999985,25.0
370,8404,TX,U,1501,37.2,605.0,272,364.0,1,10897,5,73,313.0,335,R2,-27.200000000000003,10.0
371,88119,IL,F,3001,7.0,1165.0,391,533.0,0,22667,3,82,518.0,454,S1,3.0,10.0
372,122167,TX,F,0,12.4,439.0,255,294.0,0,9346,33,49,262.0,303,C2,-2.4000000000000004,10.0
373,106639,NE,F,2001,15.0,681.0,387,477.0,0,13753,1,47,422.0,428,S1,0.0,15.0
374,153450,California,,0,24.5,1865.0,256,362.0,44,16069,13,36,295.0,317,U3,22.5,47.0
375,120107,TX,M,1803,18.08333333,225.0,157,263.0,0,8947,1,81,204.0,217,R3,7.9166666700000015,26.0
376,72617,MI,M,0,5.454545455,258.0,216,274.0,0,8231,0,65,244.0,245,R3,3.545454545,9.0
377,155541,California,M,3410,9.785714286000001,2236.0,546,620.0,59,19923,9,57,563.0,612,T1,0.21428571399999896,10.0
378,77107,WI,male,4306,11.7,1438.0,619,801.0,19,30386,6,67,691.0,744,S1,2.3000000000000007,14.0
379,186016,TN,M,0,8.619047619,403.0,209,244.0,0,9078,0,79,223.0,213,R2,1.3809523810000002,10.0
380,152053,California,F,5305,12.53333333,3071.0,626,746.0,76,24844,3,51,694.0,704,S1,12.46666667,25.0
381,12880,FL,M,1401,7.846153846,1442.0,369,488.0,32,26462,7,4,394.0,445,C1,2.153846154,10.0
382,16099,NC,female,2701,5.5,660.0,282,335.0,1,10743,0,81,291.0,327,R2,6.5,12.0
383,166337,California,M,5401,15.0,5813.0,1221,1191.0,98,60492,8,52,1302.0,1077,S1,0.0,15.0
384,142495,California,F,0,11.4,2250.0,340,444.0,60,19170,35,28,375.0,379,U1,9.6,21.0
385,66891,MI,U,0,3.857142857,1115.0,512,619.0,4,20171,3,64,582.0,517,S1,1.142857143,5.0
386,118673,TX,F,0,10.81818182,761.0,321,354.0,2,12145,2,76,347.0,351,R2,-0.8181818199999995,10.0
387,168389,California,F,0,15.0,2930.0,372,491.0,91,24747,19,49,454.0,456,U1,5.0,20.0
388,14982,California,F,0,16.06666667,3370.0,342,401.0,94,15765,22,40,346.0,356,U1,-1.06666667,15.0
389,185925,MN,M,4701,7.3636363639999995,966.0,418,569.0,3,22845,7,58,463.0,479,C1,2.6363636360000005,10.0
390,144393,California,F,1909,8.631578947000001,2024.0,352,427.0,51,11885,24,43,400.0,392,U2,6.368421052999999,15.0
391,4907,MT,female,0,13.65909091,553.0,238,323.0,0,12885,2,56,381.0,270,C2,8.34090909,22.0
392,99298,MO,M,4001,16.5,703.0,314,376.0,0,12799,0,78,357.0,350,S2,15.5,32.0
393,187532,FL,M,0,15.0,1286.0,500,551.0,9,19082,14,8,502.0,542,T1,0.0,15.0
394,119496,TX,F,0,7.857142857,758.0,390,461.0,4,14397,4,56,397.0,448,S1,-2.8571428570000004,5.0
395,169919,California,F,4801,8.666666667000001,657.0,169,254.0,2,9583,3,59,216.0,220,T2,11.333333332999999,20.0
396,106963,NE,M,6102,10.85714286,581.0,315,411.0,0,16473,1,57,368.0,378,S2,4.14285714,15.0
397,145838,California,U,0,20.0,2019.0,406,512.0,52,12623,29,39,423.0,478,S1,-12.0,8.0
398,150624,California,M,0,7.3764583329999995,1247.0,321,385.0,8,10994,22,48,358.0,357,S2,0.6235416670000005,8.0
399,182144,FL,F,5208,7.1363636360000005,559.0,229,278.0,0,8359,1,44,277.0,244,S2,-0.13636363600000045,7.0
400,135449,AZ,M,4801,7.181818182000001,687.0,369,403.0,0,9781,6,37,375.0,390,S2,2.8181818179999993,10.0
401,49743,AL,Male,1901,16.0,582.0,217,375.0,2,12588,1,59,363.0,275,T2,6.0,22.0
402,65500,MI,M,7001,12.33333333,690.0,419,490.0,0,15715,1,19,451.0,468,S1,2.6666666699999997,15.0
403,172420,California,F,6601,6.25,988.0,169,344.0,9,9190,5,67,246.0,247,C2,-0.25,6.0
404,7494,California,F,2301,5.24,1500.0,282,382.0,4,13859,10,42,353.0,332,C2,0.7599999999999998,6.0
405,149498,California,J,3803,21.66666667,5742.0,1289,1119.0,99,64190,27,35,1369.0,1085,S1,-1.6666666700000015,20.0
406,169780,California,,0,12.5,1650.0,219,319.0,18,12994,18,56,225.0,304,C2,-2.5,10.0
407,70944,MI,F,7501,20.0,357.0,205,303.0,0,9192,3,81,268.0,260,T2,0.0,20.0
408,117230,TX,M,801,5.7,406.0,186,203.0,0,8797,8,67,226.0,183,C3,5.3,11.0
409,50427,TN,F,5406,9.1,871.0,464,539.0,0,18279,3,47,501.0,503,T2,5.9,15.0
410,43998,FL,M,2108,16.75,768.0,256,385.0,4,13696,6,22,310.0,323,C2,5.25,22.0
411,71255,MI,M,1511,12.16666667,458.0,231,323.0,0,12539,4,86,241.0,308,T1,0.8333333300000003,13.0
412,63308,IN,M,2301,8.0,485.0,344,422.0,0,17697,0,76,382.0,402,C2,2.0,10.0
413,82196,MN,F,2001,5.923076922999999,405.0,212,309.0,0,9715,1,81,267.0,261,R2,-0.9230769229999991,5.0
414,114820,MO,F,0,6.294117647,459.0,240,299.0,1,9637,1,71,253.0,272,T2,3.705882353,10.0
415,176781,OR,M,3101,8.75,811.0,324,463.0,4,16399,5,38,394.0,395,C1,1.25,10.0
416,20438,NC,M,2601,7.142857143,509.0,248,282.0,0,9114,4,38,254.0,288,T2,2.8571428570000004,10.0
417,91879,IL,F,0,12.0,1030.0,375,585.0,0,17204,5,65,553.0,473,S2,8.0,20.0
418,92443,IL,F,0,6.153846154,881.0,392,437.0,0,14377,3,90,393.0,414,S2,3.846153846,10.0
419,168189,California,M,5001,8.0,2794.0,637,678.0,93,23035,11,54,630.0,671,U1,7.0,15.0
420,148998,California,,4709,16.81818182,3233.0,684,781.0,95,26104,8,50,753.0,714,C1,8.18181818,25.0
421,186292,California,M,509,5.571428571,931.0,155,222.0,9,7968,20,46,192.0,180,C2,4.428571429,10.0
422,75180,IA,F,4409,10.5,529.0,317,326.0,0,12494,3,76,340.0,319,C2,4.5,15.0
423,88596,IL,F,912,10.0,1897.0,406,664.0,44,26951,15,67,519.0,476,U1,4.0,14.0
424,155266,California,F,0,9.462962962999999,641.0,123,279.0,3,8046,37,38,168.0,236,C3,1.537037037000001,11.0
425,13622,FL,M,3201,14.86666667,715.0,247,342.0,2,15360,4,11,283.0,317,S2,-4.866666670000001,10.0
426,189853,MS,female,4306,7.166666667,440.0,205,280.0,0,8314,0,63,238.0,249,0,0.8333333329999997,8.0
427,175708,OR,M,4201,25.0,532.0,436,428.0,0,12734,0,42,436.0,486,S2,5.0,30.0
428,182243,WA,F,3605,8.3,876.0,335,481.0,18,15179,6,31,409.0,426,S2,1.6999999999999993,10.0
429,171566,California,M,2201,10.25,1175.0,272,396.0,7,12987,4,68,318.0,376,T2,4.75,15.0
430,156266,California,F,3701,13.57142857,3921.0,413,583.0,87,21648,10,55,410.0,575,R1,6.42857143,20.0
431,41604,FL,F,2401,8.307692308,919.0,413,532.0,0,17653,14,26,538.0,446,S1,1.692307692,10.0
432,187678,NY,F,0,5.222222222,625.0,266,330.0,0,10031,2,68,276.0,316,S2,-0.22222222200000008,5.0
433,42165,FL,M,0,16.5,734.0,310,399.0,1,12868,3,45,348.0,365,T2,-6.5,10.0
434,24507,SC,M,3411,21.5,468.0,228,326.0,0,10910,1,84,300.0,278,R2,3.5,25.0
435,44657,FL,M,4201,4.0,583.0,302,362.0,0,13351,9,32,317.0,343,T2,1.0,5.0
436,10554,IL,M,0,13.33333333,314.0,206,280.0,0,10245,0,90,224.0,236,R3,6.66666667,20.0
437,33192,FL,F,3501,6.25,671.0,341,385.0,0,12982,2,39,354.0,363,C2,3.75,10.0
438,76470,IA,M,3307,9.642857142999999,550.0,288,349.0,0,13538,1,82,344.0,303,T2,0.35714285700000126,10.0
439,67075,MI,F,4601,13.23076923,609.0,410,540.0,0,23275,1,72,551.0,490,S2,4.76923077,18.0
440,169827,California,F,4801,15.0,1650.0,397,479.0,19,15002,14,60,404.0,477,S2,6.0,21.0
441,38734,FL,F,709,16.0,1979.0,350,738.0,50,42356,22,6,640.0,526,C1,10.0,26.0
442,65245,MI,F,3101,10.83333333,473.0,302,409.0,0,13445,8,82,364.0,319,U3,-0.8333333300000003,10.0
443,186396,AL,Male,4311,13.14285714,679.0,277,347.0,0,13133,4,50,295.0,317,T2,6.85714286,20.0
444,54160,TN,F,2801,15.0,475.0,226,261.0,0,8709,0,73,260.0,241,R3,-5.0,10.0
445,178826,CO,,5102,10.83333333,872.0,418,482.0,1,15287,5,40,424.0,458,S1,9.16666667,20.0
446,7507,IL,M,2504,10.10526316,1075.0,366,455.0,0,14394,1,90,449.0,373,S2,-0.1052631599999998,10.0
447,4150,MO,F,4412,10.75,580.0,310,374.0,0,12273,2,75,322.0,347,C2,3.25,14.0
448,120041,TX,F,5901,6.285714286,442.0,252,390.0,0,12929,2,69,341.0,325,T2,1.7142857139999998,8.0
449,51486,TN,M,2805,6.3636363639999995,325.0,119,210.0,0,8856,2,78,133.0,188,C3,-0.36363636399999955,6.0
450,173348,California,M,2701,5.5,1276.0,423,521.0,7,17032,5,51,524.0,497,T2,2.5,8.0
451,74669,MI,F,0,12.25,438.0,267,314.0,0,10329,1,75,302.0,287,R2,7.75,20.0
452,64430,IN,F,0,11.66666667,386.0,258,358.0,1,12513,0,75,301.0,313,R2,1.3333333300000003,13.0
453,156485,California,F,4101,6.266666667000001,2433.0,403,502.0,86,18284,18,41,459.0,449,U1,3.733333332999999,10.0
454,39935,FL,M,6001,4.0,1464.0,305,472.0,7,22648,11,13,413.0,377,C3,0.0,4.0
455,50187,TN,U,0,20.0,1052.0,482,541.0,9,20492,1,44,499.0,516,C1,0.0,20.0
456,26254,GA,F,6801,6.25,998.0,488,602.0,21,29540,5,51,550.0,581,C1,3.75,10.0
457,30433,GA,F,2201,17.1875,821.0,390,526.0,1,19734,2,58,475.0,425,C1,-2.1875,15.0
458,189373,California,F,1804,5.533333333,2300.0,311,375.0,68,16133,27,42,345.0,350,U2,9.466666667,15.0
459,91756,IL,M,5810,7.368421053,1852.0,550,614.0,34,17690,7,86,561.0,602,T1,-0.3684210529999996,7.0
460,182279,WA,F,6201,13.24,663.0,205,277.0,0,10959,12,41,220.0,234,C3,6.76,20.0
461,122465,TX,F,4501,7.2,2056.0,906,957.0,52,29903,4,28,924.0,931,C1,0.7999999999999998,8.0
462,24666,SC,M,5201,10.9,916.0,416,468.0,2,14496,1,72,435.0,444,T2,4.1,15.0
463,19664,NC,M,2301,18.0,2282.0,908,980.0,62,42236,12,34,945.0,938,S1,-8.0,10.0
464,162228,California,F,0,13.33333333,2883.0,501,649.0,89,34012,25,28,532.0,588,U1,11.66666667,25.0
465,76578,IA,M,5602,8.615384615,637.0,379,407.0,0,12275,1,75,425.0,355,C2,0.38461538500000003,9.0
466,52740,TN,F,1604,7.604651163,273.0,138,163.0,0,7089,0,75,150.0,152,C3,0.39534883700000023,8.0
467,159174,California,F,1504,7.176470588,1709.0,368,454.0,13,14118,23,48,422.0,408,C2,2.823529412,10.0
468,156903,California,M,3901,3.214285714,2307.0,477,499.0,83,14345,13,58,478.0,490,U2,-0.21428571399999985,3.0
469,177926,OR,M,2604,9.866666667,691.0,263,360.0,2,12166,2,50,308.0,327,R2,5.1333333329999995,15.0
470,142057,NV,,904,11.6,2479.0,409,557.0,63,23023,7,10,456.0,500,T1,3.4000000000000004,15.0
471,175637,OR,M,4501,15.0,858.0,502,574.0,7,20867,6,52,505.0,555,S1,5.0,20.0
472,32096,FL,M,4501,13.0,351.0,205,254.0,0,8456,1,76,225.0,238,R3,3.0,16.0
473,26946,GA,F,7001,23.0,1672.0,722,770.0,17,29286,6,31,732.0,765,0,7.0,30.0
474,160863,California,J,0,8.222222222000001,1069.0,267,369.0,0,11849,11,59,320.0,318,C2,1.777777777999999,10.0
475,57162,KY,F,5501,11.5,463.0,249,298.0,0,11621,1,88,265.0,308,T2,8.5,20.0
476,12220,TN,M,5301,6.555555556,470.0,245,348.0,0,12519,0,73,273.0,314,T2,-1.5555555559999998,5.0
477,170563,California,F,3201,7.5,1248.0,289,379.0,1,17282,6,47,348.0,346,U3,-2.5,5.0
478,79389,WI,male,3101,10.14285714,492.0,316,339.0,0,12451,1,80,349.0,304,T2,0.8571428599999997,11.0
479,180752,WA,male,3901,6.166666667,2800.0,368,528.0,62,25386,9,34,438.0,500,C1,1.8333333329999997,8.0
480,82701,MN,F,6001,10.0,994.0,437,540.0,11,18133,4,72,488.0,491,S1,15.0,25.0
481,158506,California,F,5201,10.0,1654.0,159,313.0,20,8018,32,44,203.0,266,U3,5.0,15.0
482,84708,MN,F,3801,17.0,653.0,327,395.0,0,13079,0,25,364.0,350,T2,8.0,25.0
483,103543,MO,M,1908,9.214285713999999,402.0,162,241.0,0,9434,0,65,192.0,210,R3,1.785714286000001,11.0
484,164175,California,F,0,9.090909091,1914.0,351,437.0,46,18951,6,51,399.0,392,R2,5.909090909,15.0
485,145120,California,F,3707,12.54545455,5619.0,572,995.0,97,43978,6,33,942.0,649,U1,-2.5454545500000005,10.0
486,55358,MS,female,4808,15.83333333,426.0,139,156.0,2,4437,1,94,130.0,169,C3,14.16666667,30.0
487,26665,GA,M,0,7.375,670.0,268,383.0,3,13147,1,76,321.0,336,T3,22.625,30.0
488,42279,FL,F,3301,5.6,400.0,216,279.0,1,9840,4,36,242.0,247,T3,-0.5999999999999996,5.0
